place_id,name,business_status,geometry,user_ratings_total,rating,types,vicinity,permanently_closed,lat,lng
ChIJCc6Gfoca2jER_27RgUj-s18,Protective Security Command,OPERATIONAL,"{'location': {'lat': 1.3195461, 'lng': 103.7720439}, 'viewport': {'northeast': {'lat': 1.320772880291502, 'lng': 103.7732263302915}, 'southwest': {'lat': 1.318074919708498, 'lng': 103.7705283697085}}}",,,"['police', 'point_of_interest', 'establishment']",300 Ulu Pandan Road,,1.3195461,103.7720439
ChIJYxMbMYca2jERVOd8Bor7Iic,Police Kins Training Camp,OPERATIONAL,"{'location': {'lat': 1.3218597, 'lng': 103.7733207}, 'viewport': {'northeast': {'lat': 1.323284630291502, 'lng': 103.7746598302915}, 'southwest': {'lat': 1.320586669708498, 'lng': 103.7719618697085}}}",,,"['police', 'point_of_interest', 'establishment']",310 Ulu Pandan Road,,1.3218597,103.7733207
ChIJ4Sbua9EZ2jERFbqfWk8XWPY,Kallang Neighbourhood Police Post (e-Kiosk),OPERATIONAL,"{'location': {'lat': 1.320389, 'lng': 103.86108}, 'viewport': {'northeast': {'lat': 1.321731480291502, 'lng': 103.8624853302915}, 'southwest': {'lat': 1.319033519708498, 'lng': 103.8597873697085}}}",,,"['police', 'point_of_interest', 'establishment']","105 Towner Road, #08-414, Singapore",,1.320389,103.86108
ChIJN5P3gSsY2jER-ffMxtiQVEc,Kolam Ayer Neighbourhood Police Post (e-kiosk),OPERATIONAL,"{'location': {'lat': 1.3219069, 'lng': 103.8710483}, 'viewport': {'northeast': {'lat': 1.323208280291502, 'lng': 103.8723196302915}, 'southwest': {'lat': 1.320510319708498, 'lng': 103.8696216697085}}}",,,"['police', 'point_of_interest', 'establishment']","72 Geylang Bahru, #01-3038, Singapore",,1.3219069,103.8710483
ChIJY8xBayQY2jERHd456skAql8,Geylang Serai Neighbourhood Police Post (e-kiosk),OPERATIONAL,"{'location': {'lat': 1.3204776, 'lng': 103.8840823}, 'viewport': {'northeast': {'lat': 1.321860780291502, 'lng': 103.8853841302915}, 'southwest': {'lat': 1.319162819708498, 'lng': 103.8826861697085}}}",,,"['police', 'point_of_interest', 'establishment']","111 Aljunied Crescent, Block 111",,1.3204776,103.8840823
ChIJY8xBayQY2jERHd456skAql8,Geylang Serai Neighbourhood Police Post (e-kiosk),OPERATIONAL,"{'location': {'lat': 1.3204776, 'lng': 103.8840823}, 'viewport': {'northeast': {'lat': 1.321860780291502, 'lng': 103.8853841302915}, 'southwest': {'lat': 1.319162819708498, 'lng': 103.8826861697085}}}",,,"['police', 'point_of_interest', 'establishment']","111 Aljunied Crescent, Block 111",,1.3204776,103.8840823
ChIJ0QLUkk4Z2jER9-1iAADIAA4,Deep Security Guard Services / Virtual Guarding / Technology Distribution,OPERATIONAL,"{'location': {'lat': 1.3191725, 'lng': 103.8925563}, 'viewport': {'northeast': {'lat': 1.320440180291502, 'lng': 103.8936008802915}, 'southwest': {'lat': 1.317742219708498, 'lng': 103.8909029197085}}}",,,"['police', 'point_of_interest', 'establishment']","60 Paya Lebar Road, #07 54 Lebar Square",,1.3191725,103.8925563
ChIJuWd0rxwY2jEROIw_2vYJpuo,Kampong Ubi Neighbourhood Police Post,CLOSED_TEMPORARILY,"{'location': {'lat': 1.3218617, 'lng': 103.9030843}, 'viewport': {'northeast': {'lat': 1.323051780291502, 'lng': 103.9044903302915}, 'southwest': {'lat': 1.320353819708498, 'lng': 103.9017923697085}}}",,,"['police', 'point_of_interest', 'establishment']","9 Eunos Crescent, #01-2687, Singapore",True,1.3218617,103.9030843
ChIJF5IEsbsi2jERVgrncP3yTVI,Siglap Neighbourhood Police Post (e-Kiosk),OPERATIONAL,"{'location': {'lat': 1.3139359, 'lng': 103.9297353}, 'viewport': {'northeast': {'lat': 1.315117080291502, 'lng': 103.9311361802915}, 'southwest': {'lat': 1.312419119708498, 'lng': 103.9284382197085}}}",,,"['police', 'local_government_office', 'point_of_interest', 'establishment']",125 Upper East Coast Road,,1.3139359,103.9297353
ChIJJ_rDdLYi2jER0WN4FX7XnCo,Bedok Neighbourhood Police Post,CLOSED_TEMPORARILY,"{'location': {'lat': 1.321, 'lng': 103.9359527}, 'viewport': {'northeast': {'lat': 1.322421680291502, 'lng': 103.9373581802915}, 'southwest': {'lat': 1.319723719708498, 'lng': 103.9346602197085}}}",,,"['police', 'point_of_interest', 'establishment']","15 Bedok South Road, #01-117, Singapore",True,1.321,103.9359527
ChIJr69NlKUa2jERxGztJKJT7Y0,Ayer Rajah Neighbourhood Police Post (e-Kiosk),OPERATIONAL,"{'location': {'lat': 1.3210765, 'lng': 103.7417555}, 'viewport': {'northeast': {'lat': 1.322362980291502, 'lng': 103.7430506802915}, 'southwest': {'lat': 1.319665019708498, 'lng': 103.7403527197085}}}",,,"['police', 'point_of_interest', 'establishment']","43 Teban Gardens Road, #04-391, Singapore",,1.3210765,103.7417555
ChIJT6yEHQAb2jEReRrOJebg-e4,Police Speed Camera,OPERATIONAL,"{'location': {'lat': 1.3231915, 'lng': 103.7461182}, 'viewport': {'northeast': {'lat': 1.324540480291502, 'lng': 103.7474671802915}, 'southwest': {'lat': 1.321842519708498, 'lng': 103.7447692197085}}}",,,"['police', 'point_of_interest', 'establishment']","Ayer Rajah Expressway, Marina Coastal Expressway, towards",,1.3231915,103.7461182
ChIJYxMbMYca2jERVOd8Bor7Iic,Police Kins Training Camp,OPERATIONAL,"{'location': {'lat': 1.3218597, 'lng': 103.7733207}, 'viewport': {'northeast': {'lat': 1.323284630291502, 'lng': 103.7746598302915}, 'southwest': {'lat': 1.320586669708498, 'lng': 103.7719618697085}}}",,,"['police', 'point_of_interest', 'establishment']",310 Ulu Pandan Road,,1.3218597,103.7733207
ChIJq6o6ZAYa2jERqo485avm1Cw,Bukit Timah Neighbourhood Police Centre,OPERATIONAL,"{'location': {'lat': 1.3227899, 'lng': 103.8123944}, 'viewport': {'northeast': {'lat': 1.324200130291502, 'lng': 103.8136752802915}, 'southwest': {'lat': 1.321502169708498, 'lng': 103.8109773197085}}}",,,"['police', 'point_of_interest', 'establishment']","1 Duke's Road, Singapore",,1.3227899,103.8123944
ChIJnRkPJ1gX2jERkbpUb0ZeQ6A,ISD Heritage Centre,OPERATIONAL,"{'location': {'lat': 1.3297412, 'lng': 103.8319831}, 'viewport': {'northeast': {'lat': 1.331041980291502, 'lng': 103.8333915302915}, 'southwest': {'lat': 1.328344019708498, 'lng': 103.8306935697085}}}",,,"['police', 'point_of_interest', 'establishment']",298229 Onraet Road,,1.3297412,103.8319831
ChIJ60bHLN4Z2jERpLoSc7jXha0,Police Headquarters,OPERATIONAL,"{'location': {'lat': 1.324142, 'lng': 103.845271}, 'viewport': {'northeast': {'lat': 1.325486880291502, 'lng': 103.8467960302915}, 'southwest': {'lat': 1.322788919708498, 'lng': 103.8440980697085}}}",,,"['police', 'local_government_office', 'point_of_interest', 'establishment']","28 Irrawaddy Road, New Phoenix Park",,1.324142,103.845271
ChIJN5IL6KsX2jERrFPKXsS5img,TP Mobile Speed Camera,OPERATIONAL,"{'location': {'lat': 1.3297691, 'lng': 103.8444337}, 'viewport': {'northeast': {'lat': 1.331332830291502, 'lng': 103.8457735302915}, 'southwest': {'lat': 1.328634869708498, 'lng': 103.8430755697085}}}",,,"['police', 'point_of_interest', 'establishment']","Lorong 1 Toa Payoh, Trellis Twrs",,1.3297691,103.8444337
ChIJOeS5t9cZ2jER7DZtEaYNHUA,Whampoa Neighbourhood Police Post,CLOSED_TEMPORARILY,"{'location': {'lat': 1.3252361, 'lng': 103.8587439}, 'viewport': {'northeast': {'lat': 1.326483930291502, 'lng': 103.8600143802915}, 'southwest': {'lat': 1.323785969708498, 'lng': 103.8573164197085}}}",,,"['police', 'point_of_interest', 'establishment']","29 Jalan Bahagia, #01-368 Whampoa Vista",True,1.3252361,103.8587439
ChIJN5P3gSsY2jER-ffMxtiQVEc,Kolam Ayer Neighbourhood Police Post (e-kiosk),OPERATIONAL,"{'location': {'lat': 1.3219069, 'lng': 103.8710483}, 'viewport': {'northeast': {'lat': 1.323208280291502, 'lng': 103.8723196302915}, 'southwest': {'lat': 1.320510319708498, 'lng': 103.8696216697085}}}",,,"['police', 'point_of_interest', 'establishment']","72 Geylang Bahru, #01-3038, Singapore",,1.3219069,103.8710483
ChIJo-tNtvoX2jERKmQwjs5b8OY,Public Transport Security Command (TransCom HQ),OPERATIONAL,"{'location': {'lat': 1.3275473, 'lng': 103.8795565}, 'viewport': {'northeast': {'lat': 1.328832030291502, 'lng': 103.8810065802915}, 'southwest': {'lat': 1.326134069708498, 'lng': 103.8783086197085}}}",,,"['police', 'point_of_interest', 'establishment']","2 Soon Wing Road, #01-#06",,1.3275473,103.8795565
ChIJuWd0rxwY2jEROIw_2vYJpuo,Kampong Ubi Neighbourhood Police Post,CLOSED_TEMPORARILY,"{'location': {'lat': 1.3218617, 'lng': 103.9030843}, 'viewport': {'northeast': {'lat': 1.323051780291502, 'lng': 103.9044903302915}, 'southwest': {'lat': 1.320353819708498, 'lng': 103.9017923697085}}}",,,"['police', 'point_of_interest', 'establishment']","9 Eunos Crescent, #01-2687, Singapore",True,1.3218617,103.9030843
ChIJlSuL_wAY2jERPFQX4tZxnIQ,Kampong Kembangan Neighbourhood Police Post,OPERATIONAL,"{'location': {'lat': 1.3236438, 'lng': 103.9116634}, 'viewport': {'northeast': {'lat': 1.324988180291502, 'lng': 103.9130562802915}, 'southwest': {'lat': 1.322290219708498, 'lng': 103.9103583197085}}}",,,"['police', 'point_of_interest', 'establishment']","112 Lengkong Tiga, Block 112, Singapore",,1.3236438,103.9116634
ChIJlSuL_wAY2jERPFQX4tZxnIQ,Kampong Kembangan Neighbourhood Police Post,OPERATIONAL,"{'location': {'lat': 1.3236438, 'lng': 103.9116634}, 'viewport': {'northeast': {'lat': 1.324988180291502, 'lng': 103.9130562802915}, 'southwest': {'lat': 1.322290219708498, 'lng': 103.9103583197085}}}",,,"['police', 'point_of_interest', 'establishment']","112 Lengkong Tiga, Block 112, Singapore",,1.3236438,103.9116634
ChIJC3xBgqsi2jER-vKGrkM7b1o,Bedok South Neighbourhood Police Post,OPERATIONAL,"{'location': {'lat': 1.32372, 'lng': 103.919797}, 'viewport': {'northeast': {'lat': 1.325076130291502, 'lng': 103.9209790302915}, 'southwest': {'lat': 1.322378169708498, 'lng': 103.9182810697085}}}",,,"['police', 'point_of_interest', 'establishment']",20 Chai Chee Drive,,1.32372,103.919797
ChIJq6qan7Ii2jER-wBHQjUP1Ws,Chai Chee Neighbourhood Police Post,CLOSED_TEMPORARILY,"{'location': {'lat': 1.324938, 'lng': 103.92616}, 'viewport': {'northeast': {'lat': 1.326334480291502, 'lng': 103.9273031802915}, 'southwest': {'lat': 1.323636519708498, 'lng': 103.9246052197085}}}",,,"['police', 'point_of_interest', 'establishment']","35 Chai Chee Avenue, #01-256/258 Ansar Garden",True,1.324938,103.92616
ChIJq6qan7Ii2jER-wBHQjUP1Ws,Chai Chee Neighbourhood Police Post,CLOSED_TEMPORARILY,"{'location': {'lat': 1.324938, 'lng': 103.92616}, 'viewport': {'northeast': {'lat': 1.326334480291502, 'lng': 103.9273031802915}, 'southwest': {'lat': 1.323636519708498, 'lng': 103.9246052197085}}}",,,"['police', 'point_of_interest', 'establishment']","35 Chai Chee Avenue, #01-256/258 Ansar Garden",True,1.324938,103.92616
ChIJJ_rDdLYi2jER0WN4FX7XnCo,Bedok Neighbourhood Police Post,CLOSED_TEMPORARILY,"{'location': {'lat': 1.321, 'lng': 103.9359527}, 'viewport': {'northeast': {'lat': 1.322421680291502, 'lng': 103.9373581802915}, 'southwest': {'lat': 1.319723719708498, 'lng': 103.9346602197085}}}",,,"['police', 'point_of_interest', 'establishment']","15 Bedok South Road, #01-117, Singapore",True,1.321,103.9359527
ChIJ5UeXnssi2jERIavASeD6Scw,Tanah Merah Neighbourhood Police Post,CLOSED_TEMPORARILY,"{'location': {'lat': 1.3234567, 'lng': 103.9422704}, 'viewport': {'northeast': {'lat': 1.324886880291502, 'lng': 103.9436037302915}, 'southwest': {'lat': 1.322188919708498, 'lng': 103.9409057697085}}}",,,"['police', 'point_of_interest', 'establishment']","51 New Upper Changi Road, #01-1514, Singapore",True,1.3234567,103.9422704
ChIJnRkPJ1gX2jERkbpUb0ZeQ6A,ISD Heritage Centre,OPERATIONAL,"{'location': {'lat': 1.3297412, 'lng': 103.8319831}, 'viewport': {'northeast': {'lat': 1.331041980291502, 'lng': 103.8333915302915}, 'southwest': {'lat': 1.328344019708498, 'lng': 103.8306935697085}}}",,,"['police', 'point_of_interest', 'establishment']",298229 Onraet Road,,1.3297412,103.8319831
ChIJN5IL6KsX2jERrFPKXsS5img,TP Mobile Speed Camera,OPERATIONAL,"{'location': {'lat': 1.3297691, 'lng': 103.8444337}, 'viewport': {'northeast': {'lat': 1.331332830291502, 'lng': 103.8457735302915}, 'southwest': {'lat': 1.328634869708498, 'lng': 103.8430755697085}}}",,,"['police', 'point_of_interest', 'establishment']","Lorong 1 Toa Payoh, Trellis Twrs",,1.3297691,103.8444337
ChIJmXhgC2YX2jER9OifIfydWpQ,Toa Payoh Neighbourhood Police Centre,OPERATIONAL,"{'location': {'lat': 1.3347939, 'lng': 103.8503825}, 'viewport': {'northeast': {'lat': 1.336121530291502, 'lng': 103.8516905302915}, 'southwest': {'lat': 1.333423569708498, 'lng': 103.8489925697085}}}",,,"['police', 'point_of_interest', 'establishment']","93 Toa Payoh Central, #01-02 Community Building, Singapore",,1.3347939,103.8503825
ChIJnW6fjngX2jER7PtUlfVjcr8,Potong Pasir Neighbourhood Police Post,OPERATIONAL,"{'location': {'lat': 1.3329712, 'lng': 103.8668492}, 'viewport': {'northeast': {'lat': 1.334295430291502, 'lng': 103.8681579802915}, 'southwest': {'lat': 1.331597469708498, 'lng': 103.8654600197085}}}",,,"['police', 'point_of_interest', 'establishment']","142 Potong Pasir Avenue 3, Block 142, Singapore",,1.3329712,103.8668492
ChIJRcuYVYUX2jERkTxLepI2NP8,Aljunied Neighbourhood Police Post,CLOSED_TEMPORARILY,"{'location': {'lat': 1.3356609, 'lng': 103.8794541}, 'viewport': {'northeast': {'lat': 1.336957580291502, 'lng': 103.8807802302915}, 'southwest': {'lat': 1.334259619708498, 'lng': 103.8780822697085}}}",,,"['police', 'point_of_interest', 'establishment']","13 Joo Seng Road, #01-69, Joo Seng Heights, Singapore",True,1.3356609,103.8794541
ChIJo-tNtvoX2jERKmQwjs5b8OY,Public Transport Security Command (TransCom HQ),OPERATIONAL,"{'location': {'lat': 1.3275473, 'lng': 103.8795565}, 'viewport': {'northeast': {'lat': 1.328832030291502, 'lng': 103.8810065802915}, 'southwest': {'lat': 1.326134069708498, 'lng': 103.8783086197085}}}",,,"['police', 'point_of_interest', 'establishment']","2 Soon Wing Road, #01-#06",,1.3275473,103.8795565
ChIJ28DTsvQX2jERHwn0Id9BDE4,Traffic Police Headquarters,OPERATIONAL,"{'location': {'lat': 1.330255, 'lng': 103.8912845}, 'viewport': {'northeast': {'lat': 1.331685480291502, 'lng': 103.8923883302915}, 'southwest': {'lat': 1.328987519708498, 'lng': 103.8896903697085}}}",,,"['police', 'point_of_interest', 'establishment']",10 Ubi Avenue 3,,1.330255,103.8912845
ChIJ28DTsvQX2jERHwn0Id9BDE4,Traffic Police Headquarters,OPERATIONAL,"{'location': {'lat': 1.330255, 'lng': 103.8912845}, 'viewport': {'northeast': {'lat': 1.331685480291502, 'lng': 103.8923883302915}, 'southwest': {'lat': 1.328987519708498, 'lng': 103.8896903697085}}}",,,"['police', 'point_of_interest', 'establishment']",10 Ubi Avenue 3,,1.330255,103.8912845
ChIJAQ8_3Fc92jERV8UjX9kw_3w,Eunos Neighborhood Police Post (e-Kiosk),OPERATIONAL,"{'location': {'lat': 1.3340758, 'lng': 103.9149331}, 'viewport': {'northeast': {'lat': 1.335303180291502, 'lng': 103.9162576802915}, 'southwest': {'lat': 1.332605219708498, 'lng': 103.9135597197085}}}",,,"['police', 'point_of_interest', 'establishment']","629 Bedok Reservoir Road, #01-1620, Singapore",,1.3340758,103.9149331
ChIJ888vC0892jERPi1SKKyC-KM,Kaki Bukit Neighbourhood Police Post,OPERATIONAL,"{'location': {'lat': 1.3341245, 'lng': 103.929726}, 'viewport': {'northeast': {'lat': 1.335502630291502, 'lng': 103.9311702302915}, 'southwest': {'lat': 1.332804669708498, 'lng': 103.9284722697085}}}",,,"['police', 'point_of_interest', 'establishment']","526 Bedok North Street 3, Kaki Bukit Garden, #01-448, Singapore",,1.3341245,103.929726
ChIJD5ux20k92jERYBRmTXoF5YE,Bedok Neighbourhood Police Centre,OPERATIONAL,"{'location': {'lat': 1.3324149, 'lng': 103.9372765}, 'viewport': {'northeast': {'lat': 1.333731530291502, 'lng': 103.9386065302915}, 'southwest': {'lat': 1.331033569708498, 'lng': 103.9359085697085}}}",,,"['police', 'point_of_interest', 'establishment']","30 Bedok North Road, Singapore",,1.3324149,103.9372765
ChIJYz310Uk92jER5PJWZcDIBrE,Bedok Police Division HQ,OPERATIONAL,"{'location': {'lat': 1.3325423, 'lng': 103.9371391}, 'viewport': {'northeast': {'lat': 1.333653730291502, 'lng': 103.9384123802915}, 'southwest': {'lat': 1.330955769708498, 'lng': 103.9357144197085}}}",,,"['police', 'point_of_interest', 'establishment']",30 Bedok North Road,,1.3325423,103.9371391
ChIJhcIZ8RoQ2jER3yEi4JRm7BM,Jurong East Neighbourhood Police Centre,OPERATIONAL,"{'location': {'lat': 1.3399941, 'lng': 103.737415}, 'viewport': {'northeast': {'lat': 1.341153430291502, 'lng': 103.7386029302915}, 'southwest': {'lat': 1.338455469708498, 'lng': 103.7359049697085}}}",,,"['police', 'point_of_interest', 'establishment']","92 Boon Lay Way, Singapore",,1.3399941,103.737415
ChIJhcIZ8RoQ2jER3yEi4JRm7BM,Jurong East Neighbourhood Police Centre,OPERATIONAL,"{'location': {'lat': 1.3399941, 'lng': 103.737415}, 'viewport': {'northeast': {'lat': 1.341153430291502, 'lng': 103.7386029302915}, 'southwest': {'lat': 1.338455469708498, 'lng': 103.7359049697085}}}",,,"['police', 'point_of_interest', 'establishment']","92 Boon Lay Way, Singapore",,1.3399941,103.737415
ChIJq_eUbWIQ2jER_kigNWUCr_0,Bukit Timah Neighbourhood Police Post (e-Kiosk),OPERATIONAL,"{'location': {'lat': 1.3395511, 'lng': 103.7745345}, 'viewport': {'northeast': {'lat': 1.340839180291502, 'lng': 103.7758733802915}, 'southwest': {'lat': 1.338141219708498, 'lng': 103.7731754197085}}}",,,"['police', 'point_of_interest', 'establishment']","1 Toh Yi Drive, #01-139 Toh Yi Gardens, Block 1",,1.3395511,103.7745345
ChIJbVEXemoX2jER6AFl0oMx970,Boon Teck Neighbourhood Police Post (e-Kiosk),OPERATIONAL,"{'location': {'lat': 1.3424025, 'lng': 103.8451531}, 'viewport': {'northeast': {'lat': 1.343900830291502, 'lng': 103.8465163802915}, 'southwest': {'lat': 1.341202869708498, 'lng': 103.8438184197085}}}",,,"['police', 'point_of_interest', 'establishment']","207 Toa Payoh North, #01-1231, Singapore",,1.3424025,103.8451531
ChIJmXhgC2YX2jER9OifIfydWpQ,Toa Payoh Neighbourhood Police Centre,OPERATIONAL,"{'location': {'lat': 1.3347939, 'lng': 103.8503825}, 'viewport': {'northeast': {'lat': 1.336121530291502, 'lng': 103.8516905302915}, 'southwest': {'lat': 1.333423569708498, 'lng': 103.8489925697085}}}",,,"['police', 'point_of_interest', 'establishment']","93 Toa Payoh Central, #01-02 Community Building, Singapore",,1.3347939,103.8503825
ChIJY2X9MmkX2jERoyngraY5a-I,Police Security Command,OPERATIONAL,"{'location': {'lat': 1.3379935, 'lng': 103.8602947}, 'viewport': {'northeast': {'lat': 1.339480730291502, 'lng': 103.8614095302915}, 'southwest': {'lat': 1.336782769708498, 'lng': 103.8587115697085}}}",,,"['police', 'point_of_interest', 'establishment']","31 Lorong 8 Toa Payoh, Singapore",,1.3379935,103.8602947
ChIJRcuYVYUX2jERkTxLepI2NP8,Aljunied Neighbourhood Police Post,CLOSED_TEMPORARILY,"{'location': {'lat': 1.3356609, 'lng': 103.8794541}, 'viewport': {'northeast': {'lat': 1.336957580291502, 'lng': 103.8807802302915}, 'southwest': {'lat': 1.334259619708498, 'lng': 103.8780822697085}}}",,,"['police', 'point_of_interest', 'establishment']","13 Joo Seng Road, #01-69, Joo Seng Heights, Singapore",True,1.3356609,103.8794541
ChIJAQ8_3Fc92jERV8UjX9kw_3w,Eunos Neighborhood Police Post (e-Kiosk),OPERATIONAL,"{'location': {'lat': 1.3340758, 'lng': 103.9149331}, 'viewport': {'northeast': {'lat': 1.335303180291502, 'lng': 103.9162576802915}, 'southwest': {'lat': 1.332605219708498, 'lng': 103.9135597197085}}}",,,"['police', 'point_of_interest', 'establishment']","629 Bedok Reservoir Road, #01-1620, Singapore",,1.3340758,103.9149331
ChIJ888vC0892jERPi1SKKyC-KM,Kaki Bukit Neighbourhood Police Post,OPERATIONAL,"{'location': {'lat': 1.3341245, 'lng': 103.929726}, 'viewport': {'northeast': {'lat': 1.335502630291502, 'lng': 103.9311702302915}, 'southwest': {'lat': 1.332804669708498, 'lng': 103.9284722697085}}}",,,"['police', 'point_of_interest', 'establishment']","526 Bedok North Street 3, Kaki Bukit Garden, #01-448, Singapore",,1.3341245,103.929726
ChIJ4bU4YwAJ2jERRl-Y7PzseIk,Speed camera,OPERATIONAL,"{'location': {'lat': 1.3484325, 'lng': 103.6356158}, 'viewport': {'northeast': {'lat': 1.349494580291502, 'lng': 103.6368517302915}, 'southwest': {'lat': 1.346796619708498, 'lng': 103.6341537697085}}}",,,"['police', 'point_of_interest', 'establishment']","Checkpoint, 103.670653 Ayer Rajah Expressway, #1 towards Tuas",,1.3484325,103.6356158
ChIJp3_gRsIP2jERq8X1NVrLqHM,Jurong West Neighbourhood Police Centre,OPERATIONAL,"{'location': {'lat': 1.3493368, 'lng': 103.7144881}, 'viewport': {'northeast': {'lat': 1.350628830291502, 'lng': 103.7156833302915}, 'southwest': {'lat': 1.347930869708498, 'lng': 103.7129853697085}}}",,,"['police', 'local_government_office', 'point_of_interest', 'establishment']",700 Corporation Road,,1.3493368,103.7144881
ChIJf3MX9D4Q2jEREop1t63IuwM,Bukit Batok Neighbourhood Police Post (e-Kiosk),OPERATIONAL,"{'location': {'lat': 1.3485091, 'lng': 103.7481291}, 'viewport': {'northeast': {'lat': 1.349907430291502, 'lng': 103.7495335802915}, 'southwest': {'lat': 1.347209469708498, 'lng': 103.7468356197085}}}",,,"['police', 'point_of_interest', 'establishment']","103 Bukit Batok Central, Block 103, Singapore",,1.3485091,103.7481291
ChIJ5x5e3UMQ2jERBRxjSFsCOUQ,Bukit Batok Neighborhood Police Centre,CLOSED_TEMPORARILY,"{'location': {'lat': 1.3492372, 'lng': 103.758485}, 'viewport': {'northeast': {'lat': 1.350700780291502, 'lng': 103.7598225802915}, 'southwest': {'lat': 1.348002819708498, 'lng': 103.7571246197085}}}",,,"['police', 'point_of_interest', 'establishment']","21 Bukit Batok East Avenue 4, Singapore",True,1.3492372,103.758485
ChIJbVEXemoX2jER6AFl0oMx970,Boon Teck Neighbourhood Police Post (e-Kiosk),OPERATIONAL,"{'location': {'lat': 1.3424025, 'lng': 103.8451531}, 'viewport': {'northeast': {'lat': 1.343900830291502, 'lng': 103.8465163802915}, 'southwest': {'lat': 1.341202869708498, 'lng': 103.8438184197085}}}",,,"['police', 'point_of_interest', 'establishment']","207 Toa Payoh North, #01-1231, Singapore",,1.3424025,103.8451531
ChIJS_B5dxQX2jER1wSOxEr8_5c,Bishan Electronic Neighbourhood Police Post,OPERATIONAL,"{'location': {'lat': 1.3481386, 'lng': 103.8502548}, 'viewport': {'northeast': {'lat': 1.349389780291502, 'lng': 103.8515814802915}, 'southwest': {'lat': 1.346691819708498, 'lng': 103.8488835197085}}}",,,"['police', 'point_of_interest', 'establishment']","196 Bishan Street 13, #01-565, Bishan Spring, Singapore",,1.3481386,103.8502548
ChIJRSBSPxU92jER9fjK42-SkXA,Tampines Neighbourhood Police Centre,OPERATIONAL,"{'location': {'lat': 1.3461298, 'lng': 103.9387278}, 'viewport': {'northeast': {'lat': 1.347478730291502, 'lng': 103.9399343302915}, 'southwest': {'lat': 1.344780769708498, 'lng': 103.9372363697085}}}",,,"['police', 'point_of_interest', 'establishment']",6 Tampines Avenue 4,,1.3461298,103.9387278
ChIJRSBSPxU92jER9fjK42-SkXA,Tampines Neighbourhood Police Centre,OPERATIONAL,"{'location': {'lat': 1.3461298, 'lng': 103.9387278}, 'viewport': {'northeast': {'lat': 1.347478730291502, 'lng': 103.9399343302915}, 'southwest': {'lat': 1.344780769708498, 'lng': 103.9372363697085}}}",,,"['police', 'point_of_interest', 'establishment']",6 Tampines Avenue 4,,1.3461298,103.9387278
ChIJ8XCKfRc92jERK-Sz0zdpM9I,Changkat Neighbourhood Police Post,CLOSED_TEMPORARILY,"{'location': {'lat': 1.3474199, 'lng': 103.9491995}, 'viewport': {'northeast': {'lat': 1.348869530291502, 'lng': 103.9506674302915}, 'southwest': {'lat': 1.346171569708498, 'lng': 103.9479694697085}}}",,,"['police', 'point_of_interest', 'establishment']","109 Tampines Street 11, #01-261, Singapore",True,1.3474199,103.9491995
ChIJVSUEm3o92jERQhSOQihMjZg,V.P.D,OPERATIONAL,"{'location': {'lat': 1.3455308, 'lng': 103.9543763}, 'viewport': {'northeast': {'lat': 1.346898530291502, 'lng': 103.9557481802915}, 'southwest': {'lat': 1.344200569708498, 'lng': 103.9530502197085}}}",,,"['police', 'point_of_interest', 'establishment']",semei st 1 lobby 2 0606,,1.3455308,103.9543763
ChIJT8T1ACI92jERCV2-uZQqGRo,Changi Neighbourhood Police Centre,OPERATIONAL,"{'location': {'lat': 1.344551, 'lng': 103.954818}, 'viewport': {'northeast': {'lat': 1.345951880291502, 'lng': 103.9563178802915}, 'southwest': {'lat': 1.343253919708498, 'lng': 103.9536199197085}}}",,,"['police', 'point_of_interest', 'establishment']",9 Simei Street 2,,1.344551,103.954818
ChIJVSUEm3o92jERQhSOQihMjZg,V.P.D,OPERATIONAL,"{'location': {'lat': 1.3455308, 'lng': 103.9543763}, 'viewport': {'northeast': {'lat': 1.346898530291502, 'lng': 103.9557481802915}, 'southwest': {'lat': 1.344200569708498, 'lng': 103.9530502197085}}}",,,"['police', 'point_of_interest', 'establishment']",semei st 1 lobby 2 0606,,1.3455308,103.9543763
ChIJdQpEtsE82jERR3VTA0xLjDY,Airport Police Division,OPERATIONAL,"{'location': {'lat': 1.3431985, 'lng': 103.9807281}, 'viewport': {'northeast': {'lat': 1.344339830291502, 'lng': 103.9823586802915}, 'southwest': {'lat': 1.341641869708498, 'lng': 103.9796607197085}}}",,,"['police', 'point_of_interest', 'establishment']",35 Airport Boulevard,,1.3431985,103.9807281
ChIJidZuKbkP2jERsYdgZnKeUb0,Nanyang Neighbourhood Police Centre,OPERATIONAL,"{'location': {'lat': 1.3509849, 'lng': 103.7023119}, 'viewport': {'northeast': {'lat': 1.352750080291502, 'lng': 103.7036354302915}, 'southwest': {'lat': 1.350052119708498, 'lng': 103.7009374697085}}}",,,"['police', 'point_of_interest', 'establishment']","2 Jurong West Avenue 5, Singapore",,1.3509849,103.7023119
ChIJnXOkJLkP2jERCn-SWxgyKz8,Jurong Police Division Headquarters,OPERATIONAL,"{'location': {'lat': 1.3509849, 'lng': 103.7023119}, 'viewport': {'northeast': {'lat': 1.352147230291502, 'lng': 103.7036947802915}, 'southwest': {'lat': 1.349449269708498, 'lng': 103.7009968197085}}}",,,"['police', 'point_of_interest', 'establishment']","2 Jurong West Avenue 5, Singapore",,1.3509849,103.7023119
