place_id,name,business_status,geometry,price_level,user_ratings_total,rating,types,vicinity,permanently_closed,lat,lng,fetch_date
ChIJAdERN94Z2jERUOEj2lH6eRE,1st hotel,OPERATIONAL,"{'location': {'lat': 1.2918627, 'lng': 103.8502074}, 'viewport': {'northeast': {'lat': 1.293496380291502, 'lng': 103.8513623802915}, 'southwest': {'lat': 1.290798419708498, 'lng': 103.8486644197085}}}",,,,"['lodging', 'point_of_interest', 'establishment']","3 Coleman Street, Singapore",,1.2918627,103.8502074,080625
ChIJdRx7qJgZ2jERvlqxNQffHlg,Liveet SG | Coliving & Room Rental Singapore,OPERATIONAL,"{'location': {'lat': 1.2905391, 'lng': 103.8494106}, 'viewport': {'northeast': {'lat': 1.291925680291502, 'lng': 103.8507892802915}, 'southwest': {'lat': 1.289227719708498, 'lng': 103.8480913197085}}}",,,,"['lodging', 'point_of_interest', 'establishment']","77 High Street, High Street Plaza",,1.2905391,103.8494106,080625
ChIJ4dUyyqYZ2jERcEKe81s5Gwo,Federal Hotels International,OPERATIONAL,"{'location': {'lat': 1.2923973, 'lng': 103.850703}, 'viewport': {'northeast': {'lat': 1.293582080291502, 'lng': 103.8519978302915}, 'southwest': {'lat': 1.290884119708498, 'lng': 103.8492998697085}}}",,1.0,3.0,"['lodging', 'point_of_interest', 'establishment']",111 North Bridge Road,,1.2923973,103.850703,080625
ChIJpwB4VwA92jERaKXD-4YXcJE,新加坡君乐皇府酒店,OPERATIONAL,"{'location': {'lat': 1.2924147, 'lng': 103.8501066}, 'viewport': {'northeast': {'lat': 1.293695030291502, 'lng': 103.8514183802915}, 'southwest': {'lat': 1.290997069708498, 'lng': 103.8487204197085}}}",,,,"['lodging', 'point_of_interest', 'establishment']","10 Coleman Street, Singapore",,1.2924147,103.8501066,080625
ChIJj1_mU1EZ2jER5JlkLHqsxhE,Pasta table | serving Barilla,OPERATIONAL,"{'location': {'lat': 1.2917357, 'lng': 103.8494682}, 'viewport': {'northeast': {'lat': 1.292860430291502, 'lng': 103.8512724302915}, 'southwest': {'lat': 1.290162469708498, 'lng': 103.8485744697085}}}",,,,"['lodging', 'point_of_interest', 'establishment']","67 Hill Street, Level 4 Funan",,1.2917357,103.8494682,080625
ChIJT2GP0LEZ2jER4VmH4dpvFE8,lyf Funan Singapore,OPERATIONAL,"{'location': {'lat': 1.2917357, 'lng': 103.8494682}, 'viewport': {'northeast': {'lat': 1.292860430291502, 'lng': 103.8512724302915}, 'southwest': {'lat': 1.290162469708498, 'lng': 103.8485744697085}}}",,1047.0,4.2,"['lodging', 'point_of_interest', 'establishment']","67 Hill Street, Level 4 Funan",,1.2917357,103.8494682,080625
ChIJ2-vr57cZ2jERcp3pf6jGXg0,Heritage Collection on Boat Quay (Quayside Wing),OPERATIONAL,"{'location': {'lat': 1.2882567, 'lng': 103.8492558}, 'viewport': {'northeast': {'lat': 1.289912580291502, 'lng': 103.8506167302915}, 'southwest': {'lat': 1.287214619708498, 'lng': 103.8479187697085}}}",,83.0,4.5,"['lodging', 'point_of_interest', 'establishment']",76 Boat Quay,,1.2882567,103.8492558,080625
ChIJoe-u13IZ2jERUhXAirBOTZg,CUBE - Social Boutique Capsule Hotel @ Boat Quay,OPERATIONAL,"{'location': {'lat': 1.2880758, 'lng': 103.8493623}, 'viewport': {'northeast': {'lat': 1.289090880291502, 'lng': 103.8506087802915}, 'southwest': {'lat': 1.286392919708498, 'lng': 103.8479108197085}}}",,123.0,4.6,"['lodging', 'point_of_interest', 'establishment']","70, 71, 72 Boat Quay, Level 2, 3",,1.2880758,103.8493623,080625
ChIJfyNkh6YZ2jERKRBwzAmxkJY,RC Hotels (Pte) Ltd,OPERATIONAL,"{'location': {'lat': 1.2933597, 'lng': 103.8531036}, 'viewport': {'northeast': {'lat': 1.294661930291502, 'lng': 103.8543172802915}, 'southwest': {'lat': 1.291963969708498, 'lng': 103.8516193197085}}}",,60.0,4.4,"['lodging', 'point_of_interest', 'establishment']","Raffles City Convention Centre, 2 Stamford Road",,1.2933597,103.8531036,080625
ChIJcbQTagoZ2jERFq3AWzkO2MU,サーキュラー ハウス,OPERATIONAL,"{'location': {'lat': 1.2879527, 'lng': 103.8489408}, 'viewport': {'northeast': {'lat': 1.289291480291502, 'lng': 103.8502440802915}, 'southwest': {'lat': 1.286593519708498, 'lng': 103.8475461197085}}}",,,,"['lodging', 'point_of_interest', 'establishment']","6 Circular Road, Singapore",,1.2879527,103.8489408,080625
ChIJwSrRwAAZ2jERDgTzBUacmdY,Circular House,OPERATIONAL,"{'location': {'lat': 1.2879633, 'lng': 103.8489101}, 'viewport': {'northeast': {'lat': 1.289305280291502, 'lng': 103.8502268302915}, 'southwest': {'lat': 1.286607319708498, 'lng': 103.8475288697085}}}",,358.0,3.4,"['lodging', 'point_of_interest', 'establishment']","5 Circular Road, Singapore",,1.2879633,103.8489101,080625
ChIJM6vSQAoZ2jERY1ZJMxWZKb4,K Space Inn 14,OPERATIONAL,"{'location': {'lat': 1.2875983, 'lng': 103.8490247}, 'viewport': {'northeast': {'lat': 1.288945380291502, 'lng': 103.8503014802915}, 'southwest': {'lat': 1.286247419708498, 'lng': 103.8476035197085}}}",,78.0,3.0,"['lodging', 'point_of_interest', 'establishment']","14B Circular Road, Singapore",,1.2875983,103.8490247,080625
ChIJheQjQQoZ2jERykwfyfBI1QA,Galaxy Pods Capsule Hotel (Boat Quay),OPERATIONAL,"{'location': {'lat': 1.2876562, 'lng': 103.8489561}, 'viewport': {'northeast': {'lat': 1.289004180291502, 'lng': 103.8502664302915}, 'southwest': {'lat': 1.286306219708498, 'lng': 103.8475684697085}}}",,227.0,4.0,"['lodging', 'point_of_interest', 'establishment']","12 Circular Road, Singapore",,1.2876562,103.8489561,080625
ChIJsSmt3wgZ2jERuCQQu-NOa7Y,Precious Treasure Pte Ltd,OPERATIONAL,"{'location': {'lat': 1.2862279, 'lng': 103.8530525}, 'viewport': {'northeast': {'lat': 1.287296080291502, 'lng': 103.8542573802915}, 'southwest': {'lat': 1.284598119708498, 'lng': 103.8515594197085}}}",,,,"['lodging', 'point_of_interest', 'establishment']","1 Fullerton Square, Singapore",,1.2862279,103.8530525,080625
ChIJaSRU230Z2jERYa2TeA3xvuo,Heritage Collection on Clarke Quay,OPERATIONAL,"{'location': {'lat': 1.2881547, 'lng': 103.8485176}, 'viewport': {'northeast': {'lat': 1.289451030291502, 'lng': 103.8499559302915}, 'southwest': {'lat': 1.286753069708498, 'lng': 103.8472579697085}}}",,72.0,4.3,"['lodging', 'point_of_interest', 'establishment']",36 South Bridge Road,,1.2881547,103.8485176,080625
ChIJFfXuEX4Z2jERLBcdcLu4qpI,Pullman Singapore Hill Street,OPERATIONAL,"{'location': {'lat': 1.2937435, 'lng': 103.8506264}, 'viewport': {'northeast': {'lat': 1.295008780291502, 'lng': 103.8519941802915}, 'southwest': {'lat': 1.292310819708498, 'lng': 103.8492962197085}}}",,872.0,4.4,"['lodging', 'point_of_interest', 'establishment']",1 Hill Street,,1.2937435,103.8506264,080625
ChIJ8fCGNgoZ2jERSpwfNFcN85Q,BEAT. Capsule Hostel @ Boat Quay,OPERATIONAL,"{'location': {'lat': 1.2869909, 'lng': 103.8494009}, 'viewport': {'northeast': {'lat': 1.288543130291502, 'lng': 103.8506258302915}, 'southwest': {'lat': 1.285845169708498, 'lng': 103.8479278697085}}}",,405.0,4.1,"['lodging', 'point_of_interest', 'establishment']",50 Boat Quay,,1.2869909,103.8494009,080625
ChIJ8wJ5ZtoZ2jERl1VtPburv1E,Radzone Hostel,OPERATIONAL,"{'location': {'lat': 1.2870716, 'lng': 103.8489754}, 'viewport': {'northeast': {'lat': 1.288411080291502, 'lng': 103.8502855302915}, 'southwest': {'lat': 1.285713119708498, 'lng': 103.8475875697085}}}",,68.0,4.4,"['lodging', 'point_of_interest', 'establishment']","26A Circular Road, #02-00",,1.2870716,103.8489754,080625
ChIJR5JfZeUZ2jER0CwRJ0nUDKk,KINN Capsule,OPERATIONAL,"{'location': {'lat': 1.2874967, 'lng': 103.8485556}, 'viewport': {'northeast': {'lat': 1.288884680291502, 'lng': 103.8498356302915}, 'southwest': {'lat': 1.286186719708498, 'lng': 103.8471376697085}}}",,296.0,4.4,"['lodging', 'point_of_interest', 'establishment']",39 South Bridge Road,,1.2874967,103.8485556,080625
ChIJh37xnIQZ2jERL_64VnzUrQI,The Capitol Kempinski Hotel Singapore,OPERATIONAL,"{'location': {'lat': 1.294141, 'lng': 103.850874}, 'viewport': {'northeast': {'lat': 1.295431830291502, 'lng': 103.8520805302915}, 'southwest': {'lat': 1.292733869708498, 'lng': 103.8493825697085}}}",,885.0,4.6,"['bar', 'lodging', 'restaurant', 'food', 'spa', 'point_of_interest', 'establishment']",15 Stamford Road,,1.294141,103.850874,080625
ChIJm6HBI8QZ2jERUgufVXkL0-Y,jeelan hotel,OPERATIONAL,"{'location': {'lat': 1.2879971, 'lng': 103.848002}, 'viewport': {'northeast': {'lat': 1.289374030291502, 'lng': 103.8493692802915}, 'southwest': {'lat': 1.286676069708498, 'lng': 103.8466713197085}}}",,,,"['lodging', 'point_of_interest', 'establishment']",Singapore,,1.2879971,103.848002,080625
ChIJ7XyKYQoZ2jERrpzNaSynj3U,Hotel Conforto,OPERATIONAL,"{'location': {'lat': 1.2882244, 'lng': 103.8477902}, 'viewport': {'northeast': {'lat': 1.289545180291502, 'lng': 103.8491202802915}, 'southwest': {'lat': 1.286847219708498, 'lng': 103.8464223197085}}}",,332.0,3.6,"['lodging', 'point_of_interest', 'establishment']",16 Carpenter Street,,1.2882244,103.8477902,080625
ChIJHZc7EG4Z2jERFok0ouSQiS8,Bespoke Habitat Shen Pte. Ltd.,OPERATIONAL,"{'location': {'lat': 1.2864418, 'lng': 103.8491423}, 'viewport': {'northeast': {'lat': 1.287706580291502, 'lng': 103.8505402302915}, 'southwest': {'lat': 1.285008619708498, 'lng': 103.8478422697085}}}",,,,"['lodging', 'point_of_interest', 'establishment']","68 Circular Road, Unit 02-01",,1.2864418,103.8491423,080625
ChIJQ4AkXMMZ2jER0frMMVNXTo0,CozyHaus Pte Ltd,OPERATIONAL,"{'location': {'lat': 1.2864665, 'lng': 103.8490602}, 'viewport': {'northeast': {'lat': 1.287717880291502, 'lng': 103.8504973802915}, 'southwest': {'lat': 1.285019919708498, 'lng': 103.8477994197085}}}",,,,"['lodging', 'point_of_interest', 'establishment']",68 Circular Road,,1.2864665,103.8490602,080625
ChIJpRNRWgoZ2jERBJQ6xOXF8RE,Hotel Clover The Arts,OPERATIONAL,"{'location': {'lat': 1.2875917, 'lng': 103.8480629}, 'viewport': {'northeast': {'lat': 1.288944030291502, 'lng': 103.8494064802915}, 'southwest': {'lat': 1.286246069708498, 'lng': 103.8467085197085}}}",,362.0,3.7,"['lodging', 'point_of_interest', 'establishment']",58 South Bridge Road,,1.2875917,103.8480629,080625
ChIJv2B2fKAZ2jERK9WKOei_veY,Cayden Riverfront Residences,OPERATIONAL,"{'location': {'lat': 1.289458, 'lng': 103.84736}, 'viewport': {'northeast': {'lat': 1.290531680291502, 'lng': 103.8480889802915}, 'southwest': {'lat': 1.287833719708498, 'lng': 103.8453910197085}}}",,17.0,4.2,"['lodging', 'point_of_interest', 'establishment']","6 Eu Tong Sen Street, Singapore",,1.289458,103.84736,080625
ChIJ5UF2fKAZ2jERY2O8U6u-mJI,Bkny Loft,OPERATIONAL,"{'location': {'lat': 1.2894584, 'lng': 103.8473566}, 'viewport': {'northeast': {'lat': 1.290735080291502, 'lng': 103.8487717302915}, 'southwest': {'lat': 1.288037119708498, 'lng': 103.8460737697085}}}",,,,"['lodging', 'point_of_interest', 'establishment']","6 Eu Tong Sen Street, Singapore",,1.2894584,103.8473566,080625
ChIJSTD-55EZ2jERY144WCzRW6w,Bluewaters Collab Quarters,OPERATIONAL,"{'location': {'lat': 1.2859958, 'lng': 103.8495804}, 'viewport': {'northeast': {'lat': 1.287307530291502, 'lng': 103.8508701802915}, 'southwest': {'lat': 1.284609569708498, 'lng': 103.8481722197085}}}",,7.0,3.7,"['lodging', 'point_of_interest', 'establishment']","49 Circular Road, #03-01",,1.2859958,103.8495804,080625
ChIJ_3nBhgoZ2jERLvgK5iqbQhk,Jayleen Clarke Quay Hotel,OPERATIONAL,"{'location': {'lat': 1.2887139, 'lng': 103.8474602}, 'viewport': {'northeast': {'lat': 1.290107480291502, 'lng': 103.8487524302915}, 'southwest': {'lat': 1.287409519708498, 'lng': 103.8460544697085}}}",,366.0,4.0,"['lodging', 'point_of_interest', 'establishment']",25 New Bridge Road,,1.2887139,103.8474602,080625
ChIJUQ-kWwoZ2jER5cVIdPv6mDA,Tokidoki Popup Hotel,OPERATIONAL,"{'location': {'lat': 1.2871244, 'lng': 103.8482617}, 'viewport': {'northeast': {'lat': 1.288494530291502, 'lng': 103.8495732802915}, 'southwest': {'lat': 1.285796569708498, 'lng': 103.8468753197085}}}",,1.0,5.0,"['lodging', 'point_of_interest', 'establishment']",57 South Bridge Road,,1.2871244,103.8482617,080625
ChIJwzWKVQAZ2jERndAPyO9S4fE,Hotel,OPERATIONAL,"{'location': {'lat': 1.2871199, 'lng': 103.8482442}, 'viewport': {'northeast': {'lat': 1.288486830291502, 'lng': 103.8495614302915}, 'southwest': {'lat': 1.285788869708498, 'lng': 103.8468634697085}}}",,,,"['lodging', 'point_of_interest', 'establishment']","61 South Bridge Road, Singapore",,1.2871199,103.8482442,080625
ChIJ404xRQoZ2jERvJemdFRbu-w,The Quay Hotel Singapore,OPERATIONAL,"{'location': {'lat': 1.2870774, 'lng': 103.8482128}, 'viewport': {'northeast': {'lat': 1.288459630291502, 'lng': 103.8495513802915}, 'southwest': {'lat': 1.285761669708498, 'lng': 103.8468534197085}}}",,510.0,3.9,"['lodging', 'point_of_interest', 'establishment']",57 South Bridge Road,,1.2870774,103.8482128,080625
ChIJaT_wHwAZ2jER47K9Lsdq9j0,Singapore,OPERATIONAL,"{'location': {'lat': 1.291988, 'lng': 103.8563796}, 'viewport': {'northeast': {'lat': 1.293392180291502, 'lng': 103.8575973302915}, 'southwest': {'lat': 1.290694219708498, 'lng': 103.8548993697085}}}",,,,"['lodging', 'point_of_interest', 'establishment']","6 Raffles Boulevard, Marina Square, Singapore",,1.291988,103.8563796,080625
ChIJDWpdUQoZ2jERiUscXhq3evY,99 Hostel,OPERATIONAL,"{'location': {'lat': 1.2870231, 'lng': 103.8482044}, 'viewport': {'northeast': {'lat': 1.288390480291502, 'lng': 103.8495169302915}, 'southwest': {'lat': 1.285692519708498, 'lng': 103.8468189697085}}}",,1.0,2.0,"['lodging', 'point_of_interest', 'establishment']","63 South Bridge Road, Level 1 #01-00, Singapore",,1.2870231,103.8482044,080625
ChIJX9-YzQAZ2jERmNh0hXyb6Uc,21 Carpenter,OPERATIONAL,"{'location': {'lat': 1.2885226, 'lng': 103.8474019}, 'viewport': {'northeast': {'lat': 1.289829630291502, 'lng': 103.8487233302915}, 'southwest': {'lat': 1.287131669708498, 'lng': 103.8460253697085}}}",,89.0,4.5,"['lodging', 'point_of_interest', 'establishment']",21 Carpenter Street,,1.2885226,103.8474019,080625
ChIJPzD34CwZ2jERVytflW4RbzQ,KINN Habitat,OPERATIONAL,"{'location': {'lat': 1.28748, 'lng': 103.847862}, 'viewport': {'northeast': {'lat': 1.288745480291502, 'lng': 103.8491628302915}, 'southwest': {'lat': 1.286047519708498, 'lng': 103.8464648697085}}}",,64.0,4.3,"['lodging', 'point_of_interest', 'establishment']",5 Hongkong Street,,1.28748,103.847862,080625
ChIJAznMqkUZ2jER-zzuPMTYxZU,7 Wonders Hostel @ Boat Quay,OPERATIONAL,"{'location': {'lat': 1.2869355, 'lng': 103.8482216}, 'viewport': {'northeast': {'lat': 1.288324980291502, 'lng': 103.8495130802915}, 'southwest': {'lat': 1.285627019708498, 'lng': 103.8468151197085}}}",,197.0,3.9,"['lodging', 'point_of_interest', 'establishment']",65 South Bridge Road,,1.2869355,103.8482216,080625
ChIJt7a1YKgZ2jER1U6XOjXyMCA,"Mandarin Oriental, Singapore",OPERATIONAL,"{'location': {'lat': 1.2902183, 'lng': 103.8576012}, 'viewport': {'northeast': {'lat': 1.292070330291502, 'lng': 103.85940365}, 'southwest': {'lat': 1.289372369708498, 'lng': 103.85664825}}}",,6917.0,4.6,"['lodging', 'restaurant', 'food', 'spa', 'point_of_interest', 'establishment']","5 Raffles Avenue, Singapore",,1.2902183,103.8576012,080625
ChIJOek7q6kZ2jERX8_FX0BTcq4,"The Ritz-Carlton, Millenia Singapore",OPERATIONAL,"{'location': {'lat': 1.2909392, 'lng': 103.8599895}, 'viewport': {'northeast': {'lat': 1.292032430291502, 'lng': 103.8613348302915}, 'southwest': {'lat': 1.289334469708498, 'lng': 103.8586368697085}}}",4.0,5976.0,4.6,"['lodging', 'point_of_interest', 'establishment']","7 Raffles Avenue, Marina Bay",,1.2909392,103.8599895,080625
ChIJsQvJ8KgZ2jER9PL5Qty0i9Y,Pan Pacific Singapore,OPERATIONAL,"{'location': {'lat': 1.2924176, 'lng': 103.8585852}, 'viewport': {'northeast': {'lat': 1.293504330291502, 'lng': 103.8601516302915}, 'southwest': {'lat': 1.290806369708498, 'lng': 103.8574536697085}}}",,7184.0,4.6,"['lodging', 'point_of_interest', 'establishment']","7 Raffles Boulevard, Singapore",,1.2924176,103.8585852,080625
ChIJD2ws16gZ2jERc-UCGfcV-eo,Conrad Singapore Marina Bay,OPERATIONAL,"{'location': {'lat': 1.293589, 'lng': 103.8589017}, 'viewport': {'northeast': {'lat': 1.294921280291502, 'lng': 103.8603404802915}, 'southwest': {'lat': 1.292223319708498, 'lng': 103.8576425197085}}}",,4667.0,4.6,"['lodging', 'spa', 'point_of_interest', 'establishment']",2 Temasek Boulevard,,1.293589,103.8589017,080625
ChIJi3Yo3omn2EcRlEZHa2dwQfQ,PARKROYAL COLLECTION Marina Bay,OPERATIONAL,"{'location': {'lat': 1.2917922, 'lng': 103.8571184}, 'viewport': {'northeast': {'lat': 1.293358830291502, 'lng': 103.8586281802915}, 'southwest': {'lat': 1.290660869708498, 'lng': 103.8559302197085}}}",,6238.0,4.4,"['lodging', 'spa', 'point_of_interest', 'establishment']",6 Raffles Boulevard,,1.2917922,103.8571184,080625
ChIJvb3V3tgZ2jERFwHPNsWRVYQ,CraveSG,OPERATIONAL,"{'location': {'lat': 1.2912061, 'lng': 103.8576768}, 'viewport': {'northeast': {'lat': 1.292869630291502, 'lng': 103.8594956802915}, 'southwest': {'lat': 1.290171669708498, 'lng': 103.8567977197085}}}",,,,"['lodging', 'point_of_interest', 'establishment']","6 Raffles Boulevard, #03 - 200 Marina Square",,1.2912061,103.8576768,080625
ChIJr1sRVgAZ2jERpyynHZbYLQc,Pan Pacific Singapore Loading bay,OPERATIONAL,"{'location': {'lat': 1.2912061, 'lng': 103.8576768}, 'viewport': {'northeast': {'lat': 1.292869630291502, 'lng': 103.8594956802915}, 'southwest': {'lat': 1.290171669708498, 'lng': 103.8567977197085}}}",,,,"['lodging', 'point_of_interest', 'establishment']","6 Raffles Boulevard, Near",,1.2912061,103.8576768,080625
ChIJ39FqSAAZ2jERIj7JqM3sH04,Koketso,OPERATIONAL,"{'location': {'lat': 1.290989, 'lng': 103.857422}, 'viewport': {'northeast': {'lat': 1.291960780291502, 'lng': 103.8586672802915}, 'southwest': {'lat': 1.289262819708498, 'lng': 103.8559693197085}}}",,,,"['lodging', 'point_of_interest', 'establishment']",Singapore,,1.290989,103.857422,080625
ChIJg1KJPI8Z2jERAqDEkUKU4jI,HEAVENLY GLAMPING,OPERATIONAL,"{'location': {'lat': 1.291433, 'lng': 103.8576787}, 'viewport': {'northeast': {'lat': 1.293214780291502, 'lng': 103.8586191302915}, 'southwest': {'lat': 1.290516819708498, 'lng': 103.8559211697085}}}",,2.0,3.0,"['lodging', 'point_of_interest', 'establishment']","6 Raffles Boulevard, #03-308 Marina Square, Singapore",,1.291433,103.8576787,080625
ChIJmZeWNwAZ2jERq421CsRON68,Singapur,OPERATIONAL,"{'location': {'lat': 1.2914179, 'lng': 103.856903}, 'viewport': {'northeast': {'lat': 1.2930646, 'lng': 103.8584557802915}, 'southwest': {'lat': 1.2902402, 'lng': 103.8557578197085}}}",,,,"['lodging', 'point_of_interest', 'establishment']",Ophir Flyover (Temporary),,1.2914179,103.856903,080625
ChIJ36KcCBYZ2jERqhKghLe-iog,May Angel,OPERATIONAL,"{'location': {'lat': 1.2927567, 'lng': 103.8586159}, 'viewport': {'northeast': {'lat': 1.294121580291502, 'lng': 103.8599661802915}, 'southwest': {'lat': 1.291423619708498, 'lng': 103.8572682197085}}}",,1.0,5.0,"['lodging', 'point_of_interest', 'establishment']",CanRad Hotel in,,1.2927567,103.8586159,080625
ChIJaT_wHwAZ2jER47K9Lsdq9j0,Singapore,OPERATIONAL,"{'location': {'lat': 1.291988, 'lng': 103.8563796}, 'viewport': {'northeast': {'lat': 1.293392180291502, 'lng': 103.8575973302915}, 'southwest': {'lat': 1.290694219708498, 'lng': 103.8548993697085}}}",,,,"['lodging', 'point_of_interest', 'establishment']","6 Raffles Boulevard, Marina Square, Singapore",,1.291988,103.8563796,080625
ChIJ5U_qmJ8H2jERm3Y1HOvYSIk,NextDorm 31 Pte Ltd,OPERATIONAL,"{'location': {'lat': 1.3001756, 'lng': 103.6247859}, 'viewport': {'northeast': {'lat': 1.301597230291502, 'lng': 103.6259409802915}, 'southwest': {'lat': 1.298899269708498, 'lng': 103.6232430197085}}}",,1.0,5.0,"['lodging', 'point_of_interest', 'establishment']",31 Tuas View Close,,1.3001756,103.6247859,080625
ChIJGejOVaIH2jER-1cW4pylbac,Raju,OPERATIONAL,"{'location': {'lat': 1.298747, 'lng': 103.627343}, 'viewport': {'northeast': {'lat': 1.300112180291502, 'lng': 103.6286985302915}, 'southwest': {'lat': 1.297414219708498, 'lng': 103.6260005697085}}}",,,,"['lodging', 'point_of_interest', 'establishment']",Singapore,,1.298747,103.627343,080625
ChIJ0TX5LAAH2jERCveHN1cj9cU,Yes construction dormitory,OPERATIONAL,"{'location': {'lat': 1.2997012, 'lng': 103.6267473}, 'viewport': {'northeast': {'lat': 1.301186730291502, 'lng': 103.6280194802915}, 'southwest': {'lat': 1.298488769708498, 'lng': 103.6253215197085}}}",,2.0,4.5,"['lodging', 'point_of_interest', 'establishment']","33 Tuas View Walk 2, Singapore",,1.2997012,103.6267473,080625
ChIJWXUcC3AG2jERosC1ku-uOxg,Tuas View Square,OPERATIONAL,"{'location': {'lat': 1.2998211, 'lng': 103.6260235}, 'viewport': {'northeast': {'lat': 1.301123780291502, 'lng': 103.6274926802915}, 'southwest': {'lat': 1.298425819708498, 'lng': 103.6247947197085}}}",,28.0,3.7,"['lodging', 'point_of_interest', 'establishment']",4 Tuas View Square,,1.2998211,103.6260235,080625
ChIJX5CjMQAH2jER3YeBbyNDPUg,Tuyas,OPERATIONAL,"{'location': {'lat': 1.3009219, 'lng': 103.6290141}, 'viewport': {'northeast': {'lat': 1.302340080291502, 'lng': 103.6301906802915}, 'southwest': {'lat': 1.299642119708498, 'lng': 103.6274927197085}}}",,,,"['lodging', 'point_of_interest', 'establishment']",Tuas View Square,,1.3009219,103.6290141,080625
ChIJc94EJgAH2jERy3SV9oLmNV4,အိမ်,OPERATIONAL,"{'location': {'lat': 1.3013029, 'lng': 103.6277734}, 'viewport': {'northeast': {'lat': 1.302790230291502, 'lng': 103.6291863802915}, 'southwest': {'lat': 1.300092269708498, 'lng': 103.6264884197085}}}",,2.0,5.0,"['lodging', 'point_of_interest', 'establishment']","135 Tuas View Square, Singapore",,1.3013029,103.6277734,080625
ChIJ5U_qmJ8H2jERm3Y1HOvYSIk,NextDorm 31 Pte Ltd,OPERATIONAL,"{'location': {'lat': 1.3001756, 'lng': 103.6247859}, 'viewport': {'northeast': {'lat': 1.301597230291502, 'lng': 103.6259409802915}, 'southwest': {'lat': 1.298899269708498, 'lng': 103.6232430197085}}}",,1.0,5.0,"['lodging', 'point_of_interest', 'establishment']",31 Tuas View Close,,1.3001756,103.6247859,080625
ChIJna-b21AH2jERsK6kqOjX3zs,Rajeshkannan,CLOSED_TEMPORARILY,"{'location': {'lat': 1.3015436, 'lng': 103.6286677}, 'viewport': {'northeast': {'lat': 1.302786230291502, 'lng': 103.6299784802915}, 'southwest': {'lat': 1.300088269708498, 'lng': 103.6272805197085}}}",,,,"['lodging', 'point_of_interest', 'establishment']","46 Tuas View Square, Singapore",True,1.3015436,103.6286677,080625
ChIJwcgv0XIF2jERk2-uqT5ENg4,Hoo Huat Dormitory,OPERATIONAL,"{'location': {'lat': 1.2973007, 'lng': 103.6683824}, 'viewport': {'northeast': {'lat': 1.298350430291502, 'lng': 103.6699052802915}, 'southwest': {'lat': 1.295652469708498, 'lng': 103.6672073197085}}}",,7.0,3.9,"['lodging', 'point_of_interest', 'establishment']","2 Pioneer Sector Walk, Singapore",,1.2973007,103.6683824,080625
ChIJQaGvpsIa2jERUAMlFog5y3I,Moh Seng Tormitory,OPERATIONAL,"{'location': {'lat': 1.2994854, 'lng': 103.7517575}, 'viewport': {'northeast': {'lat': 1.300814880291502, 'lng': 103.7530610302915}, 'southwest': {'lat': 1.298116919708498, 'lng': 103.7503630697085}}}",,,,"['lodging', 'point_of_interest', 'establishment']","22 Pandan Road, Singapore",,1.2994854,103.7517575,080625
ChIJVdv5mfoa2jERF3GXNJ7AJVo,"Oasia Residence, Singapore",OPERATIONAL,"{'location': {'lat': 1.2990979, 'lng': 103.7648561}, 'viewport': {'northeast': {'lat': 1.300463580291502, 'lng': 103.7661969802915}, 'southwest': {'lat': 1.297765619708498, 'lng': 103.7634990197085}}}",,256.0,4.6,"['lodging', 'point_of_interest', 'establishment']","123 West Coast Crescent, Located within Seahill",,1.2990979,103.7648561,080625
ChIJffEA3eQa2jERjjkJ8_2m4aw,West Coast Campsite Area 3,OPERATIONAL,"{'location': {'lat': 1.2961173, 'lng': 103.7623945}, 'viewport': {'northeast': {'lat': 1.297763580291502, 'lng': 103.7642850802915}, 'southwest': {'lat': 1.295065619708498, 'lng': 103.7615871197085}}}",,32.0,4.2,"['campground', 'park', 'lodging', 'point_of_interest', 'establishment']",,,1.2961173,103.7623945,080625
ChIJKdkEMfwa2jERh6bmZuL0Hpo,The Quay Hotel West Coast,OPERATIONAL,"{'location': {'lat': 1.2922982, 'lng': 103.7686088}, 'viewport': {'northeast': {'lat': 1.293600480291502, 'lng': 103.7699986302915}, 'southwest': {'lat': 1.290902519708498, 'lng': 103.7673006697085}}}",,326.0,3.7,"['lodging', 'point_of_interest', 'establishment']","428 Pasir Panjang Road, Singapore",,1.2922982,103.7686088,080625
ChIJs60pLPwa2jERIh07G49yiVY,ibis budget Singapore West Coast,OPERATIONAL,"{'location': {'lat': 1.2921943, 'lng': 103.7688834}, 'viewport': {'northeast': {'lat': 1.293594430291502, 'lng': 103.7701751302915}, 'southwest': {'lat': 1.290896469708498, 'lng': 103.7674771697085}}}",,391.0,3.8,"['lodging', 'point_of_interest', 'establishment']",418 Pasir Panjang Road,,1.2921943,103.7688834,080625
ChIJs60pLPwa2jER4Tlwz5d956o,Fragrance Hotel - Ocean View,OPERATIONAL,"{'location': {'lat': 1.2923572, 'lng': 103.7684708}, 'viewport': {'northeast': {'lat': 1.293633230291502, 'lng': 103.7697796802915}, 'southwest': {'lat': 1.290935269708498, 'lng': 103.7670817197085}}}",,249.0,3.8,"['lodging', 'point_of_interest', 'establishment']",432 Pasir Panjang Road,,1.2923572,103.7684708,080625
